date,warehouse_id,region,total_orders,delivered_orders,cancelled_orders,shipped_orders,delivery_rate_pct,cancellation_rate_pct,shipment_rate_pct
2025-02-16,WH-BLR,Central,17,2,5,6,11.76,29.41,35.29
2025-02-16,WH-BLR,East,22,6,3,3,27.27,13.64,13.64
2025-02-16,WH-BLR,North,14,4,5,1,28.57,35.71,7.14
2025-02-16,WH-BLR,South,16,2,6,2,12.5,37.5,12.5
2025-02-16,WH-BLR,West,26,7,3,8,26.92,11.54,30.77
2025-02-16,WH-CHE,Central,11,1,3,2,9.09,27.27,18.18
2025-02-16,WH-CHE,East,15,4,3,1,26.67,20.0,6.67
2025-02-16,WH-CHE,North,20,2,2,7,10.0,10.0,35.0
2025-02-16,WH-CHE,South,21,4,2,3,19.05,9.52,14.29
2025-02-16,WH-CHE,West,21,5,2,5,23.81,9.52,23.81
2025-02-16,WH-DEL,Central,19,6,3,2,31.58,15.79,10.53
2025-02-16,WH-DEL,East,27,5,4,12,18.52,14.81,44.44
2025-02-16,WH-DEL,North,21,6,6,2,28.57,28.57,9.52
2025-02-16,WH-DEL,South,25,5,5,6,20.0,20.0,24.0
2025-02-16,WH-DEL,West,22,3,4,3,13.64,18.18,13.64
2025-02-16,WH-HYD,Central,16,4,3,1,25.0,18.75,6.25
2025-02-16,WH-HYD,East,23,7,4,2,30.43,17.39,8.7
2025-02-16,WH-HYD,North,22,5,3,5,22.73,13.64,22.73
2025-02-16,WH-HYD,South,11,1,2,2,9.09,18.18,18.18
2025-02-16,WH-HYD,West,26,8,3,4,30.77,11.54,15.38
2025-02-16,WH-MUM,Central,20,7,2,8,35.0,10.0,40.0
2025-02-16,WH-MUM,East,13,4,3,1,30.77,23.08,7.69
2025-02-16,WH-MUM,North,14,4,2,3,28.57,14.29,21.43
2025-02-16,WH-MUM,South,11,3,0,2,27.27,0.0,18.18
2025-02-16,WH-MUM,West,23,4,4,7,17.39,17.39,30.43
2025-02-17,WH-BLR,Central,18,4,4,2,22.22,22.22,11.11
2025-02-17,WH-BLR,East,18,6,2,3,33.33,11.11,16.67
2025-02-17,WH-BLR,North,21,4,2,6,19.05,9.52,28.57
2025-02-17,WH-BLR,South,16,1,4,5,6.25,25.0,31.25
2025-02-17,WH-BLR,West,17,2,4,2,11.76,23.53,11.76
2025-02-17,WH-CHE,Central,13,1,5,2,7.69,38.46,15.38
2025-02-17,WH-CHE,East,13,1,4,4,7.69,30.77,30.77
2025-02-17,WH-CHE,North,18,6,5,3,33.33,27.78,16.67
2025-02-17,WH-CHE,South,10,2,6,1,20.0,60.0,10.0
2025-02-17,WH-CHE,West,20,0,5,7,0.0,25.0,35.0
2025-02-17,WH-DEL,Central,21,7,4,5,33.33,19.05,23.81
2025-02-17,WH-DEL,East,14,4,1,5,28.57,7.14,35.71
2025-02-17,WH-DEL,North,24,6,4,4,25.0,16.67,16.67
2025-02-17,WH-DEL,South,11,0,4,2,0.0,36.36,18.18
2025-02-17,WH-DEL,West,17,2,4,4,11.76,23.53,23.53
2025-02-17,WH-HYD,Central,19,7,2,1,36.84,10.53,5.26
2025-02-17,WH-HYD,East,14,5,2,1,35.71,14.29,7.14
2025-02-17,WH-HYD,North,30,5,8,9,16.67,26.67,30.0
2025-02-17,WH-HYD,South,15,6,2,2,40.0,13.33,13.33
2025-02-17,WH-HYD,West,17,3,1,4,17.65,5.88,23.53
2025-02-17,WH-MUM,Central,21,3,5,5,14.29,23.81,23.81
2025-02-17,WH-MUM,East,21,5,5,2,23.81,23.81,9.52
2025-02-17,WH-MUM,North,15,6,3,0,40.0,20.0,0.0
2025-02-17,WH-MUM,South,21,2,3,3,9.52,14.29,14.29
2025-02-17,WH-MUM,West,16,3,6,1,18.75,37.5,6.25
2025-02-18,WH-BLR,Central,16,6,5,2,37.5,31.25,12.5
2025-02-18,WH-BLR,East,14,3,3,3,21.43,21.43,21.43
2025-02-18,WH-BLR,North,22,3,4,3,13.64,18.18,13.64
2025-02-18,WH-BLR,South,30,8,4,10,26.67,13.33,33.33
2025-02-18,WH-BLR,West,14,4,3,3,28.57,21.43,21.43
2025-02-18,WH-CHE,Central,20,5,8,2,25.0,40.0,10.0
2025-02-18,WH-CHE,East,19,5,3,2,26.32,15.79,10.53
2025-02-18,WH-CHE,North,23,3,4,5,13.04,17.39,21.74
2025-02-18,WH-CHE,South,24,3,3,3,12.5,12.5,12.5
2025-02-18,WH-CHE,West,21,5,6,2,23.81,28.57,9.52
2025-02-18,WH-DEL,Central,22,5,5,4,22.73,22.73,18.18
2025-02-18,WH-DEL,East,14,4,0,2,28.57,0.0,14.29
2025-02-18,WH-DEL,North,19,3,4,3,15.79,21.05,15.79
2025-02-18,WH-DEL,South,19,3,1,6,15.79,5.26,31.58
2025-02-18,WH-DEL,West,19,4,4,4,21.05,21.05,21.05
2025-02-18,WH-HYD,Central,21,4,4,5,19.05,19.05,23.81
2025-02-18,WH-HYD,East,22,8,3,5,36.36,13.64,22.73
2025-02-18,WH-HYD,North,23,3,3,5,13.04,13.04,21.74
2025-02-18,WH-HYD,South,19,4,4,3,21.05,21.05,15.79
2025-02-18,WH-HYD,West,26,9,3,3,34.62,11.54,11.54
2025-02-18,WH-MUM,Central,14,4,3,5,28.57,21.43,35.71
2025-02-18,WH-MUM,East,20,3,4,8,15.0,20.0,40.0
2025-02-18,WH-MUM,North,21,3,5,3,14.29,23.81,14.29
2025-02-18,WH-MUM,South,20,5,3,5,25.0,15.0,25.0
2025-02-18,WH-MUM,West,18,5,4,4,27.78,22.22,22.22
2025-02-19,WH-BLR,Central,15,6,2,1,40.0,13.33,6.67
2025-02-19,WH-BLR,East,8,2,2,2,25.0,25.0,25.0
2025-02-19,WH-BLR,North,18,6,2,1,33.33,11.11,5.56
2025-02-19,WH-BLR,South,20,3,6,5,15.0,30.0,25.0
2025-02-19,WH-BLR,West,12,2,3,3,16.67,25.0,25.0
2025-02-19,WH-CHE,Central,18,6,3,5,33.33,16.67,27.78
2025-02-19,WH-CHE,East,20,3,3,7,15.0,15.0,35.0
2025-02-19,WH-CHE,North,17,3,3,2,17.65,17.65,11.76
2025-02-19,WH-CHE,South,17,5,2,1,29.41,11.76,5.88
2025-02-19,WH-CHE,West,16,3,5,2,18.75,31.25,12.5
2025-02-19,WH-DEL,Central,16,3,4,3,18.75,25.0,18.75
2025-02-19,WH-DEL,East,17,3,4,4,17.65,23.53,23.53
2025-02-19,WH-DEL,North,16,5,5,0,31.25,31.25,0.0
2025-02-19,WH-DEL,South,23,5,4,5,21.74,17.39,21.74
2025-02-19,WH-DEL,West,28,6,3,8,21.43,10.71,28.57
2025-02-19,WH-HYD,Central,25,8,8,1,32.0,32.0,4.0
2025-02-19,WH-HYD,East,23,2,3,8,8.7,13.04,34.78
2025-02-19,WH-HYD,North,22,5,5,5,22.73,22.73,22.73
2025-02-19,WH-HYD,South,16,3,5,4,18.75,31.25,25.0
2025-02-19,WH-HYD,West,21,5,0,5,23.81,0.0,23.81
2025-02-19,WH-MUM,Central,25,4,3,10,16.0,12.0,40.0
2025-02-19,WH-MUM,East,17,2,8,3,11.76,47.06,17.65
2025-02-19,WH-MUM,North,14,3,1,2,21.43,7.14,14.29
2025-02-19,WH-MUM,South,22,3,5,7,13.64,22.73,31.82
2025-02-19,WH-MUM,West,14,5,2,1,35.71,14.29,7.14
2025-02-20,WH-BLR,Central,23,4,3,5,17.39,13.04,21.74
2025-02-20,WH-BLR,East,16,1,2,4,6.25,12.5,25.0
2025-02-20,WH-BLR,North,17,3,4,3,17.65,23.53,17.65
2025-02-20,WH-BLR,South,17,0,4,4,0.0,23.53,23.53
2025-02-20,WH-BLR,West,17,1,6,5,5.88,35.29,29.41
2025-02-20,WH-CHE,Central,18,4,4,1,22.22,22.22,5.56
2025-02-20,WH-CHE,East,20,6,4,3,30.0,20.0,15.0
2025-02-20,WH-CHE,North,23,7,3,6,30.43,13.04,26.09
2025-02-20,WH-CHE,South,16,5,2,4,31.25,12.5,25.0
2025-02-20,WH-CHE,West,13,3,2,0,23.08,15.38,0.0
2025-02-20,WH-DEL,Central,16,3,1,8,18.75,6.25,50.0
2025-02-20,WH-DEL,East,15,4,3,1,26.67,20.0,6.67
2025-02-20,WH-DEL,North,12,5,1,2,41.67,8.33,16.67
2025-02-20,WH-DEL,South,20,4,3,5,20.0,15.0,25.0
2025-02-20,WH-DEL,West,22,5,7,1,22.73,31.82,4.55
2025-02-20,WH-HYD,Central,22,6,5,4,27.27,22.73,18.18
2025-02-20,WH-HYD,East,10,1,3,3,10.0,30.0,30.0
2025-02-20,WH-HYD,North,18,6,4,2,33.33,22.22,11.11
2025-02-20,WH-HYD,South,26,6,3,5,23.08,11.54,19.23
2025-02-20,WH-HYD,West,23,3,6,4,13.04,26.09,17.39
2025-02-20,WH-MUM,Central,14,1,2,4,7.14,14.29,28.57
2025-02-20,WH-MUM,East,24,4,9,3,16.67,37.5,12.5
2025-02-20,WH-MUM,North,19,7,3,0,36.84,15.79,0.0
2025-02-20,WH-MUM,South,17,5,7,1,29.41,41.18,5.88
2025-02-20,WH-MUM,West,13,4,0,2,30.77,0.0,15.38
2025-02-21,WH-BLR,Central,17,7,1,5,41.18,5.88,29.41
2025-02-21,WH-BLR,East,24,7,3,7,29.17,12.5,29.17
2025-02-21,WH-BLR,North,23,1,2,6,4.35,8.7,26.09
2025-02-21,WH-BLR,South,17,2,4,4,11.76,23.53,23.53
2025-02-21,WH-BLR,West,25,6,2,2,24.0,8.0,8.0
2025-02-21,WH-CHE,Central,17,2,4,5,11.76,23.53,29.41
2025-02-21,WH-CHE,East,30,5,6,7,16.67,20.0,23.33
2025-02-21,WH-CHE,North,20,0,6,3,0.0,30.0,15.0
2025-02-21,WH-CHE,South,26,4,7,3,15.38,26.92,11.54
2025-02-21,WH-CHE,West,25,5,7,4,20.0,28.0,16.0
2025-02-21,WH-DEL,Central,16,4,5,2,25.0,31.25,12.5
2025-02-21,WH-DEL,East,23,7,4,7,30.43,17.39,30.43
2025-02-21,WH-DEL,North,28,5,3,6,17.86,10.71,21.43
2025-02-21,WH-DEL,South,14,2,2,2,14.29,14.29,14.29
2025-02-21,WH-DEL,West,25,5,6,4,20.0,24.0,16.0
2025-02-21,WH-HYD,Central,23,3,5,5,13.04,21.74,21.74
2025-02-21,WH-HYD,East,11,1,3,4,9.09,27.27,36.36
2025-02-21,WH-HYD,North,16,5,6,1,31.25,37.5,6.25
2025-02-21,WH-HYD,South,16,3,2,4,18.75,12.5,25.0
2025-02-21,WH-HYD,West,17,5,3,3,29.41,17.65,17.65
2025-02-21,WH-MUM,Central,16,1,3,5,6.25,18.75,31.25
2025-02-21,WH-MUM,East,16,4,1,4,25.0,6.25,25.0
2025-02-21,WH-MUM,North,23,3,6,8,13.04,26.09,34.78
2025-02-21,WH-MUM,South,25,3,5,8,12.0,20.0,32.0
2025-02-21,WH-MUM,West,12,3,2,2,25.0,16.67,16.67
2025-02-22,WH-BLR,Central,16,1,4,7,6.25,25.0,43.75
2025-02-22,WH-BLR,East,14,3,3,3,21.43,21.43,21.43
2025-02-22,WH-BLR,North,27,3,3,7,11.11,11.11,25.93
2025-02-22,WH-BLR,South,16,3,3,4,18.75,18.75,25.0
2025-02-22,WH-BLR,West,22,3,4,5,13.64,18.18,22.73
2025-02-22,WH-CHE,Central,25,5,10,5,20.0,40.0,20.0
2025-02-22,WH-CHE,East,18,3,3,2,16.67,16.67,11.11
2025-02-22,WH-CHE,North,27,4,7,7,14.81,25.93,25.93
2025-02-22,WH-CHE,South,14,1,4,5,7.14,28.57,35.71
2025-02-22,WH-CHE,West,13,0,4,5,0.0,30.77,38.46
2025-02-22,WH-DEL,Central,15,5,2,4,33.33,13.33,26.67
2025-02-22,WH-DEL,East,16,3,5,5,18.75,31.25,31.25
2025-02-22,WH-DEL,North,16,2,3,3,12.5,18.75,18.75
2025-02-22,WH-DEL,South,25,4,5,6,16.0,20.0,24.0
2025-02-22,WH-DEL,West,22,8,3,1,36.36,13.64,4.55
2025-02-22,WH-HYD,Central,20,8,2,4,40.0,10.0,20.0
2025-02-22,WH-HYD,East,17,1,4,8,5.88,23.53,47.06
2025-02-22,WH-HYD,North,31,7,8,5,22.58,25.81,16.13
2025-02-22,WH-HYD,South,16,3,2,2,18.75,12.5,12.5
2025-02-22,WH-HYD,West,20,3,4,2,15.0,20.0,10.0
2025-02-22,WH-MUM,Central,20,6,1,3,30.0,5.0,15.0
2025-02-22,WH-MUM,East,19,6,3,3,31.58,15.79,15.79
2025-02-22,WH-MUM,North,23,5,5,3,21.74,21.74,13.04
2025-02-22,WH-MUM,South,19,4,5,4,21.05,26.32,21.05
2025-02-22,WH-MUM,West,19,8,4,1,42.11,21.05,5.26
2025-02-23,WH-BLR,Central,27,7,7,5,25.93,25.93,18.52
2025-02-23,WH-BLR,East,19,5,2,5,26.32,10.53,26.32
2025-02-23,WH-BLR,North,15,0,2,4,0.0,13.33,26.67
2025-02-23,WH-BLR,South,18,2,5,5,11.11,27.78,27.78
2025-02-23,WH-BLR,West,18,6,2,2,33.33,11.11,11.11
2025-02-23,WH-CHE,Central,22,2,8,3,9.09,36.36,13.64
2025-02-23,WH-CHE,East,17,3,5,3,17.65,29.41,17.65
2025-02-23,WH-CHE,North,18,2,3,5,11.11,16.67,27.78
2025-02-23,WH-CHE,South,20,6,2,4,30.0,10.0,20.0
2025-02-23,WH-CHE,West,8,0,1,1,0.0,12.5,12.5
2025-02-23,WH-DEL,Central,21,3,6,6,14.29,28.57,28.57
2025-02-23,WH-DEL,East,26,7,4,2,26.92,15.38,7.69
2025-02-23,WH-DEL,North,24,7,4,3,29.17,16.67,12.5
2025-02-23,WH-DEL,South,20,4,6,4,20.0,30.0,20.0
2025-02-23,WH-DEL,West,18,3,4,5,16.67,22.22,27.78
2025-02-23,WH-HYD,Central,21,5,5,4,23.81,23.81,19.05
2025-02-23,WH-HYD,East,18,4,4,3,22.22,22.22,16.67
2025-02-23,WH-HYD,North,17,5,2,5,29.41,11.76,29.41
2025-02-23,WH-HYD,South,19,3,3,3,15.79,15.79,15.79
2025-02-23,WH-HYD,West,13,2,5,1,15.38,38.46,7.69
2025-02-23,WH-MUM,Central,23,4,9,2,17.39,39.13,8.7
2025-02-23,WH-MUM,East,15,2,3,3,13.33,20.0,20.0
2025-02-23,WH-MUM,North,21,6,4,6,28.57,19.05,28.57
2025-02-23,WH-MUM,South,18,1,3,3,5.56,16.67,16.67
2025-02-23,WH-MUM,West,21,5,5,5,23.81,23.81,23.81
2025-02-24,WH-BLR,Central,19,3,1,2,15.79,5.26,10.53
2025-02-24,WH-BLR,East,18,2,5,2,11.11,27.78,11.11
2025-02-24,WH-BLR,North,30,5,4,6,16.67,13.33,20.0
2025-02-24,WH-BLR,South,25,3,5,4,12.0,20.0,16.0
2025-02-24,WH-BLR,West,25,4,5,1,16.0,20.0,4.0
2025-02-24,WH-CHE,Central,21,3,4,2,14.29,19.05,9.52
2025-02-24,WH-CHE,East,22,5,6,6,22.73,27.27,27.27
2025-02-24,WH-CHE,North,15,5,3,3,33.33,20.0,20.0
2025-02-24,WH-CHE,South,15,4,4,1,26.67,26.67,6.67
2025-02-24,WH-CHE,West,21,5,2,3,23.81,9.52,14.29
2025-02-24,WH-DEL,Central,23,3,4,6,13.04,17.39,26.09
2025-02-24,WH-DEL,East,19,2,5,4,10.53,26.32,21.05
2025-02-24,WH-DEL,North,16,1,1,3,6.25,6.25,18.75
2025-02-24,WH-DEL,South,11,1,1,4,9.09,9.09,36.36
2025-02-24,WH-DEL,West,21,1,4,3,4.76,19.05,14.29
2025-02-24,WH-HYD,Central,12,1,4,2,8.33,33.33,16.67
2025-02-24,WH-HYD,East,14,2,6,2,14.29,42.86,14.29
2025-02-24,WH-HYD,North,21,4,2,9,19.05,9.52,42.86
2025-02-24,WH-HYD,South,9,0,3,0,0.0,33.33,0.0
2025-02-24,WH-HYD,West,17,2,2,4,11.76,11.76,23.53
2025-02-24,WH-MUM,Central,28,4,6,6,14.29,21.43,21.43
2025-02-24,WH-MUM,East,21,6,7,2,28.57,33.33,9.52
2025-02-24,WH-MUM,North,15,4,3,2,26.67,20.0,13.33
2025-02-24,WH-MUM,South,22,2,4,7,9.09,18.18,31.82
2025-02-24,WH-MUM,West,19,7,4,3,36.84,21.05,15.79
2025-02-25,WH-BLR,Central,19,4,4,7,21.05,21.05,36.84
2025-02-25,WH-BLR,East,22,5,2,7,22.73,9.09,31.82
2025-02-25,WH-BLR,North,21,6,2,5,28.57,9.52,23.81
2025-02-25,WH-BLR,South,27,4,10,4,14.81,37.04,14.81
2025-02-25,WH-BLR,West,10,2,2,3,20.0,20.0,30.0
2025-02-25,WH-CHE,Central,19,3,3,7,15.79,15.79,36.84
2025-02-25,WH-CHE,East,28,6,3,5,21.43,10.71,17.86
2025-02-25,WH-CHE,North,19,3,3,8,15.79,15.79,42.11
2025-02-25,WH-CHE,South,19,2,4,5,10.53,21.05,26.32
2025-02-25,WH-CHE,West,18,7,1,2,38.89,5.56,11.11
2025-02-25,WH-DEL,Central,18,3,2,3,16.67,11.11,16.67
2025-02-25,WH-DEL,East,23,2,8,2,8.7,34.78,8.7
2025-02-25,WH-DEL,North,22,2,7,3,9.09,31.82,13.64
2025-02-25,WH-DEL,South,17,3,2,4,17.65,11.76,23.53
2025-02-25,WH-DEL,West,8,1,0,3,12.5,0.0,37.5
2025-02-25,WH-HYD,Central,17,3,4,3,17.65,23.53,17.65
2025-02-25,WH-HYD,East,16,4,3,1,25.0,18.75,6.25
2025-02-25,WH-HYD,North,24,2,5,9,8.33,20.83,37.5
2025-02-25,WH-HYD,South,19,5,4,3,26.32,21.05,15.79
2025-02-25,WH-HYD,West,16,5,4,1,31.25,25.0,6.25
2025-02-25,WH-MUM,Central,21,8,4,2,38.1,19.05,9.52
2025-02-25,WH-MUM,East,14,5,1,0,35.71,7.14,0.0
2025-02-25,WH-MUM,North,15,2,2,3,13.33,13.33,20.0
2025-02-25,WH-MUM,South,13,2,4,1,15.38,30.77,7.69
2025-02-25,WH-MUM,West,16,5,1,5,31.25,6.25,31.25
2025-02-26,WH-BLR,Central,24,6,4,3,25.0,16.67,12.5
2025-02-26,WH-BLR,East,18,4,2,3,22.22,11.11,16.67
2025-02-26,WH-BLR,North,26,8,4,3,30.77,15.38,11.54
2025-02-26,WH-BLR,South,19,1,5,5,5.26,26.32,26.32
2025-02-26,WH-BLR,West,15,5,5,0,33.33,33.33,0.0
2025-02-26,WH-CHE,Central,15,2,4,1,13.33,26.67,6.67
2025-02-26,WH-CHE,East,21,4,2,7,19.05,9.52,33.33
2025-02-26,WH-CHE,North,21,6,8,4,28.57,38.1,19.05
2025-02-26,WH-CHE,South,19,4,5,3,21.05,26.32,15.79
2025-02-26,WH-CHE,West,23,6,4,6,26.09,17.39,26.09
2025-02-26,WH-DEL,Central,16,3,5,6,18.75,31.25,37.5
2025-02-26,WH-DEL,East,15,2,5,1,13.33,33.33,6.67
2025-02-26,WH-DEL,North,13,2,2,4,15.38,15.38,30.77
2025-02-26,WH-DEL,South,12,2,3,2,16.67,25.0,16.67
2025-02-26,WH-DEL,West,24,5,3,3,20.83,12.5,12.5
2025-02-26,WH-HYD,Central,16,2,1,2,12.5,6.25,12.5
2025-02-26,WH-HYD,East,18,2,5,0,11.11,27.78,0.0
2025-02-26,WH-HYD,North,14,1,1,6,7.14,7.14,42.86
2025-02-26,WH-HYD,South,13,1,1,4,7.69,7.69,30.77
2025-02-26,WH-HYD,West,20,4,4,4,20.0,20.0,20.0
2025-02-26,WH-MUM,Central,21,6,3,6,28.57,14.29,28.57
2025-02-26,WH-MUM,East,20,2,6,3,10.0,30.0,15.0
2025-02-26,WH-MUM,North,18,4,3,4,22.22,16.67,22.22
2025-02-26,WH-MUM,South,9,2,3,1,22.22,33.33,11.11
2025-02-26,WH-MUM,West,19,6,3,4,31.58,15.79,21.05
2025-02-27,WH-BLR,Central,19,7,3,2,36.84,15.79,10.53
2025-02-27,WH-BLR,East,24,5,7,1,20.83,29.17,4.17
2025-02-27,WH-BLR,North,25,8,3,7,32.0,12.0,28.0
2025-02-27,WH-BLR,South,25,9,5,3,36.0,20.0,12.0
2025-02-27,WH-BLR,West,13,1,2,5,7.69,15.38,38.46
2025-02-27,WH-CHE,Central,22,7,5,1,31.82,22.73,4.55
2025-02-27,WH-CHE,East,15,4,2,1,26.67,13.33,6.67
2025-02-27,WH-CHE,North,19,3,5,4,15.79,26.32,21.05
2025-02-27,WH-CHE,South,23,8,1,4,34.78,4.35,17.39
2025-02-27,WH-CHE,West,20,5,3,3,25.0,15.0,15.0
2025-02-27,WH-DEL,Central,22,4,7,2,18.18,31.82,9.09
2025-02-27,WH-DEL,East,16,1,3,3,6.25,18.75,18.75
2025-02-27,WH-DEL,North,15,3,1,5,20.0,6.67,33.33
2025-02-27,WH-DEL,South,25,7,3,3,28.0,12.0,12.0
2025-02-27,WH-DEL,West,14,3,2,2,21.43,14.29,14.29
2025-02-27,WH-HYD,Central,14,2,1,5,14.29,7.14,35.71
2025-02-27,WH-HYD,East,15,2,3,4,13.33,20.0,26.67
2025-02-27,WH-HYD,North,17,4,4,4,23.53,23.53,23.53
2025-02-27,WH-HYD,South,16,5,4,3,31.25,25.0,18.75
2025-02-27,WH-HYD,West,23,6,2,4,26.09,8.7,17.39
2025-02-27,WH-MUM,Central,20,4,2,4,20.0,10.0,20.0
2025-02-27,WH-MUM,East,16,3,2,5,18.75,12.5,31.25
2025-02-27,WH-MUM,North,12,1,5,2,8.33,41.67,16.67
2025-02-27,WH-MUM,South,25,5,3,3,20.0,12.0,12.0
2025-02-27,WH-MUM,West,27,4,6,8,14.81,22.22,29.63
2025-02-28,WH-BLR,Central,31,4,5,7,12.9,16.13,22.58
2025-02-28,WH-BLR,East,17,5,5,2,29.41,29.41,11.76
2025-02-28,WH-BLR,North,16,7,3,2,43.75,18.75,12.5
2025-02-28,WH-BLR,South,18,4,5,4,22.22,27.78,22.22
2025-02-28,WH-BLR,West,8,0,1,3,0.0,12.5,37.5
2025-02-28,WH-CHE,Central,21,6,2,8,28.57,9.52,38.1
2025-02-28,WH-CHE,East,22,7,1,5,31.82,4.55,22.73
2025-02-28,WH-CHE,North,16,3,2,1,18.75,12.5,6.25
2025-02-28,WH-CHE,South,19,4,4,1,21.05,21.05,5.26
2025-02-28,WH-CHE,West,22,4,1,3,18.18,4.55,13.64
2025-02-28,WH-DEL,Central,14,1,0,3,7.14,0.0,21.43
2025-02-28,WH-DEL,East,17,4,2,6,23.53,11.76,35.29
2025-02-28,WH-DEL,North,18,2,4,3,11.11,22.22,16.67
2025-02-28,WH-DEL,South,23,5,5,6,21.74,21.74,26.09
2025-02-28,WH-DEL,West,15,4,3,4,26.67,20.0,26.67
2025-02-28,WH-HYD,Central,17,6,2,1,35.29,11.76,5.88
2025-02-28,WH-HYD,East,14,5,3,3,35.71,21.43,21.43
2025-02-28,WH-HYD,North,18,2,2,7,11.11,11.11,38.89
2025-02-28,WH-HYD,South,21,4,3,5,19.05,14.29,23.81
2025-02-28,WH-HYD,West,20,2,7,5,10.0,35.0,25.0
2025-02-28,WH-MUM,Central,18,2,4,2,11.11,22.22,11.11
2025-02-28,WH-MUM,East,27,8,3,5,29.63,11.11,18.52
2025-02-28,WH-MUM,North,16,3,3,1,18.75,18.75,6.25
2025-02-28,WH-MUM,South,26,8,3,2,30.77,11.54,7.69
2025-02-28,WH-MUM,West,17,4,1,3,23.53,5.88,17.65
2025-03-01,WH-BLR,Central,16,3,7,3,18.75,43.75,18.75
2025-03-01,WH-BLR,East,23,5,7,7,21.74,30.43,30.43
2025-03-01,WH-BLR,North,16,3,4,1,18.75,25.0,6.25
2025-03-01,WH-BLR,South,14,3,3,4,21.43,21.43,28.57
2025-03-01,WH-BLR,West,24,7,5,5,29.17,20.83,20.83
2025-03-01,WH-CHE,Central,18,5,3,4,27.78,16.67,22.22
2025-03-01,WH-CHE,East,21,6,2,5,28.57,9.52,23.81
2025-03-01,WH-CHE,North,18,5,4,4,27.78,22.22,22.22
2025-03-01,WH-CHE,South,26,7,5,3,26.92,19.23,11.54
2025-03-01,WH-CHE,West,20,4,4,4,20.0,20.0,20.0
2025-03-01,WH-DEL,Central,24,7,4,5,29.17,16.67,20.83
2025-03-01,WH-DEL,East,19,4,3,3,21.05,15.79,15.79
2025-03-01,WH-DEL,North,17,3,2,3,17.65,11.76,17.65
2025-03-01,WH-DEL,South,14,2,1,2,14.29,7.14,14.29
2025-03-01,WH-DEL,West,14,2,4,3,14.29,28.57,21.43
2025-03-01,WH-HYD,Central,10,1,1,6,10.0,10.0,60.0
2025-03-01,WH-HYD,East,27,1,8,8,3.7,29.63,29.63
2025-03-01,WH-HYD,North,19,6,4,3,31.58,21.05,15.79
2025-03-01,WH-HYD,South,22,2,3,8,9.09,13.64,36.36
2025-03-01,WH-HYD,West,26,6,6,4,23.08,23.08,15.38
2025-03-01,WH-MUM,Central,18,4,3,3,22.22,16.67,16.67
2025-03-01,WH-MUM,East,16,5,2,2,31.25,12.5,12.5
2025-03-01,WH-MUM,North,20,4,3,5,20.0,15.0,25.0
2025-03-01,WH-MUM,South,23,5,7,6,21.74,30.43,26.09
2025-03-01,WH-MUM,West,20,3,5,5,15.0,25.0,25.0
2025-03-02,WH-BLR,Central,20,5,4,1,25.0,20.0,5.0
2025-03-02,WH-BLR,East,18,7,4,3,38.89,22.22,16.67
2025-03-02,WH-BLR,North,18,3,1,5,16.67,5.56,27.78
2025-03-02,WH-BLR,South,13,0,1,6,0.0,7.69,46.15
2025-03-02,WH-BLR,West,9,1,1,3,11.11,11.11,33.33
2025-03-02,WH-CHE,Central,14,4,3,3,28.57,21.43,21.43
2025-03-02,WH-CHE,East,17,3,2,1,17.65,11.76,5.88
2025-03-02,WH-CHE,North,18,2,0,5,11.11,0.0,27.78
2025-03-02,WH-CHE,South,26,3,5,8,11.54,19.23,30.77
2025-03-02,WH-CHE,West,15,7,2,1,46.67,13.33,6.67
2025-03-02,WH-DEL,Central,20,6,4,3,30.0,20.0,15.0
2025-03-02,WH-DEL,East,17,1,8,4,5.88,47.06,23.53
2025-03-02,WH-DEL,North,12,4,1,4,33.33,8.33,33.33
2025-03-02,WH-DEL,South,19,4,4,2,21.05,21.05,10.53
2025-03-02,WH-DEL,West,20,1,7,7,5.0,35.0,35.0
2025-03-02,WH-HYD,Central,14,1,5,2,7.14,35.71,14.29
2025-03-02,WH-HYD,East,22,7,6,5,31.82,27.27,22.73
2025-03-02,WH-HYD,North,20,6,6,2,30.0,30.0,10.0
2025-03-02,WH-HYD,South,17,4,5,3,23.53,29.41,17.65
2025-03-02,WH-HYD,West,18,3,3,4,16.67,16.67,22.22
2025-03-02,WH-MUM,Central,23,3,7,6,13.04,30.43,26.09
2025-03-02,WH-MUM,East,16,1,4,3,6.25,25.0,18.75
2025-03-02,WH-MUM,North,17,3,5,3,17.65,29.41,17.65
2025-03-02,WH-MUM,South,18,2,4,6,11.11,22.22,33.33
2025-03-02,WH-MUM,West,25,5,4,6,20.0,16.0,24.0
2025-03-03,WH-BLR,Central,15,6,3,0,40.0,20.0,0.0
2025-03-03,WH-BLR,East,18,4,5,3,22.22,27.78,16.67
2025-03-03,WH-BLR,North,19,8,1,2,42.11,5.26,10.53
2025-03-03,WH-BLR,South,10,4,0,3,40.0,0.0,30.0
2025-03-03,WH-BLR,West,15,1,5,4,6.67,33.33,26.67
2025-03-03,WH-CHE,Central,22,7,2,3,31.82,9.09,13.64
2025-03-03,WH-CHE,East,20,5,3,5,25.0,15.0,25.0
2025-03-03,WH-CHE,North,17,5,4,3,29.41,23.53,17.65
2025-03-03,WH-CHE,South,26,9,4,4,34.62,15.38,15.38
